0.000000	0.221022
0.010000	0.221022
0.020000	0.220640
0.030000	0.220640
0.040000	0.220457
0.050000	0.220423
0.060000	0.220317
0.070000	0.220246
0.080000	0.220157
0.090000	0.220077
0.100000	0.219992
0.110000	0.219909
0.120000	0.219825
0.130000	0.219742
0.140000	0.219658
0.150000	0.219573
0.160000	0.219489
0.170000	0.219404
0.180000	0.219319
0.190000	0.219234
0.200000	0.219149
0.210000	0.219063
0.220000	0.218978
0.230000	0.218892
0.240000	0.218806
0.250000	0.218719
0.260000	0.218633
0.270000	0.218546
0.280000	0.218459
0.290000	0.218372
0.300000	0.218285
0.310000	0.218197
0.320000	0.218109
0.330000	0.218021
0.340000	0.217933
0.350000	0.217844
0.360000	0.217755
0.370000	0.217667
0.380000	0.217577
0.390000	0.217488
0.400000	0.217398
0.410000	0.217308
0.420000	0.217218
0.430000	0.217128
0.440000	0.217037
0.450000	0.216946
0.460000	0.216855
0.470000	0.216764
0.480000	0.216672
0.490000	0.216580
0.500000	0.216488
0.510000	0.216396
0.520000	0.216303
0.530000	0.216210
0.540000	0.216117
0.550000	0.216023
0.560000	0.215930
0.570000	0.215836
0.580000	0.215741
0.590000	0.215647
0.600000	0.215552
0.610000	0.215457
0.620000	0.215362
0.630000	0.215266
0.640000	0.215170
0.650000	0.215074
0.660000	0.214978
0.670000	0.214881
0.680000	0.214784
0.690000	0.214686
0.700000	0.214589
0.710000	0.214491
0.720000	0.214392
0.730000	0.214294
0.740000	0.214195
0.750000	0.214096
0.760000	0.213996
0.770000	0.213897
0.780000	0.213797
0.790000	0.213696
0.800000	0.213595
0.810000	0.213494
0.820000	0.213393
0.830000	0.213291
0.840000	0.213189
0.850000	0.213087
0.860000	0.212984
0.870000	0.212881
0.880000	0.212778
0.890000	0.212674
0.900000	0.212570
0.910000	0.212466
0.920000	0.212361
0.930000	0.212256
0.940000	0.212151
0.950000	0.212045
0.960000	0.211939
0.970000	0.211832
0.980000	0.211725
0.990000	0.211618
1.000000	0.211511
1.010000	0.211403
1.020000	0.211294
1.030000	0.211186
1.040000	0.211077
1.050000	0.210967
1.060000	0.210857
1.070000	0.210747
1.080000	0.210636
1.090000	0.210525
1.100000	0.210414
1.110000	0.210302
1.120000	0.210190
1.130000	0.210077
1.140000	0.209964
1.150000	0.209851
1.160000	0.209737
1.170000	0.209623
1.180000	0.209508
1.190000	0.209393
1.200000	0.209278
1.210000	0.209162
1.220000	0.209045
1.230000	0.208928
1.240000	0.208811
1.250000	0.208693
1.260000	0.208575
1.270000	0.208457
1.280000	0.208338
1.290000	0.208218
1.300000	0.208098
1.310000	0.207978
1.320000	0.207857
1.330000	0.207736
1.340000	0.207614
1.350000	0.207492
1.360000	0.207369
1.370000	0.207246
1.380000	0.207122
1.390000	0.206998
1.400000	0.206873
1.410000	0.206748
1.420000	0.206623
1.430000	0.206496
1.440000	0.206370
1.450000	0.206243
